SiteCode,Year,CAMPAGNE,VOLET,DATE,JOURJULIEN,Site,Lac,LATITUDE,LONGITUDE,Region,TYPE,VENTMAX,VENTMOY,TEMPAIR,HUMREL,PATM,NUAGE,VAGUES,SecchiDepth,MaxDepth,DepthEPILIMNION,ZÉCH,Temp,Conductivity,Doperc,Docorr,DOmgL,pH,Alcalinity,AbundanceBact,ABONDANCE BACT. _ ES (cells/ml),PRODUCTION BACT._MOY       (µg C/L/j),RESPIRATION TOTALE _ MOY (µgC/L/j),RESPIRATION TOTALE _ ES (µgC/L/j),RESPIRATION BACT. _ MOY (µgC/L/j), RESPIRATION BACT. _ ES (µgC/L/j),ZooBiomass,ZBP (mg C m-3 j-1),ZP:B CBA (j-1),ZP:B LOPC (j-1),ChlA, CHL a _ ES (µg/L),TP, TP _ ES (µg/L), TN, TN _ ES (mg/L),NH4,[NH4] _ ES (ug/L),NO3,[NO3] _ ES (ug/L),Iron, DOC, DOC _ ES (mg/L - ppm), DIC, DIC _ ES (mg/L - ppm), LABILITÉ, LABILITÉ _ ES (mgC/L/j),COULEUR-CDOM      ABS. 440nm (m-1),FLUORESCENCE C1 (Ru),FLUORESCENCE C2 (Ru),FLUORESCENCE C3 (Ru),FLUORESCENCE C4 (Ru),FLUORESCENCE C5 (Ru),FLUORESCENCE C6 (Ru),pCO2 AIR AMBIANT DE EGM (ppm),pCO2 EAU (ppm) DE EGM,pCH4 EAU _ MOY (ppm)  DU GC,pCH4 EAU _ ES (ppm)  DU GC,pN2O EAU _ MOY  (ppm)  DU GC Rox,pN2O EAU _  ES (ppm)  DU GC Rox,FLUX CO2 _ MOY (mmol m-2 d-1) EGM ,FLUX CH4 (mmol m-2 d-1) GC,FLUX N2O (mmol m-2 d-1) GC Rox,k600 (m j-1),KCO2 (m j-1),2H2O (Hatch Lab),H2O18 (Hatch Lab),2H2O (Colorado),H2O18 (Colorado),2H2O (UTrent),H2O18 (UTrent),H2O17 (LSCE),O17 (Hatch Lab),O18 (Hatch Lab),DIC13 (Hatch Lab),DIC13 (Colorado),DOC13 (Hatch Lab),DOC13 (Colorado),ppmDIC (Hatch Lab),ppmDIC (Colorado),ppmDOC (Hatch Lab),ppmDOC (Colorado),%C POM (Colorado),%N POM (Colorado),C13 POM (Colorado),N15 POM (Colorado),C/N POM (Colorado),H2 POM (Colorado),%H (Colorado),H2 DOM (Colorado),mgPOC/L/filter (Colorado),pour trier,Commentaires
413112107,2010,2,L,22-07-2010,203,L053,Lac St-Pe,50.11536,-78.81511,Baie James,kettle,2.15,0.95,19.8,52.1,983.5,0,4,6,15.2,5,0.5,21.7,72,98,101.58,8.71,8.07,,2052622,27873,9.5,54,6.36,27,6.36,,,,,1.24,0.12,5.87,0.62,0.117,0.002,,,,,0,10.661,0.016,1.007,0.093,-0.006,0,0.12,0.052,0.117,0.038,0.015,0.059,0.079,385,338,434.09,21.06,,,-101.83,2.158,,54.929,58.088,-65.63,-9.02,-76.69,-9.56,,,0,11.85,22.97,,-5.3,,-26.26,,7.54,,3.64,88.39,9.64,-30.34,-0.27,9.16,-148.3,0.1,,0.119,56,
413112111,2010,2,L,22-07-2010,203,L054,Lac Matis,50.01456,-78.78903,Baie James,kettle,2,1.3,21.8,43.3,983.45,0,3,5.25,11.9,5.5,0.5,21.94,20,95.9,98.47,8.4,7.46,,2259395,98442,11.72,36,0,22.5,3.18,,,,,1.86,0.09,6.25,0.37,0.191,0.002,,,,,0,8.342,0.042,0.511,0.012,-0.01,0.001,1.27,0.187,0.274,0.095,0.058,0.117,0.129,382,322,87.78,9.32,,,-6.9,0.05,,2.913,3.105,-61.2,-8.73,,,,,,12.14,23.31,,,,,,,,,,,,,,,,,,57,
429804217,2010,2,L,22-07-2010,203,L055,Lac Garneau,49.97822,-78.78906,Baie James,kettle,2,1.5,23.9,34.7,984.95,0,4,4.25,10.8,5,0.5,21.53,273,95.6,97.96,8.43,8.35,,3586855,61735,10.52,63,6.36,36,0,,,,,1.57,0.04,8.91,1.05,0.12,0.002,,,,,0,39.665,0.732,2.327,0.043,-0.011,0.002,0.81,0.163,0.221,0.08,0.035,0.094,0.1,390,601,42.86,,,,6.88,0.8,,0.828,0.87,-91.86,-12.69,,,,,,10.86,21.38,,,,,,,,,,,,,,,,,,58,
429801147,2010,2,L,24-07-2010,205,L060,Lac Grasset,49.94389,-78.12361,Baie James,clay,5.25,4.5,20.75,82,972.65,6,60,0.3,2.2,-,0.5,18.91,48,103.7,107.62,9.64,7.5,,3892317,43951,8.06,81,0,18,0,,,,,4.47,0.34,69.38,14.31,0.284,0.018,,,,,87.559,13.582,0.117,2.39,0.022,-0.018,,7.6,1.231,1.32,0.415,0.19,0.204,0.309,395,606,32.97,,,,30.89,0.176,,3.752,3.621,-85.24,-10.76,,,,,0,12.64,24.41,-4.99,,-27.22,,3.8,,10.1,,,,,,,,,,,63,
429801140,2010,2,L,24-07-2010,205,L061,Lac Poilu,49.91417,-78.44944,Baie James,humique,4.3,3.9,21,79.2,970.5,8,10,1,1.2,-,0.5,20.35,29,89.5,89.32,7.75,7.46,,5131521,142883,57.92,162,0,85.5,9.55,,,,,9.44,0.3,19.38,0.12,0.6,0,,,,,0,14.768,0.252,0.963,0.053,-0.025,0.006,2.88,,,,,,,394,405,1750.54,24.8,,,4.12,15.284,,9.543,9.659,-53.4,-6.65,,,,,,11.59,22.31,-5.8,,-26.99,,2.7,,12.1,,,,,,,,,,,64,
429801138,2010,2,L,24-07-2010,205,L062,Lac Sainte-Hélène,49.81472,-78.32139,Baie James,clay,8,6.3,21,82.8,970.5,7,40,0.5,1.3,-,0.5,20.43,25,93.9,97.72,8.47,7.1,,3295140,9316,7.75,90,6.36,36,0,,,,,4.01,0.04,28.99,0.31,0.291,0.007,,,,,74.12,13.38,0.077,0.865,0,-0.011,0.002,7.02,1.064,1.264,0.321,0.213,0.222,0.353,388,602,72,11.68,,,50.12,0.363,,5.967,6.055,-60,-7.86,-71.09,-8.61,,,,12.59,24.35,-10.44,,-27.46,,2.1,,10.2,,185.62,21.18,-29.83,-1.83,8.77,-153.2,2.9,,0.241,65,
344268376,2010,2,L,24-07-2010,205,L063,Lac Fumeton,49.23722,-78.4175,Baie James,clay,7,6,19.8,85.4,970.3,7,30,1.1,3.2,-,0.5,20.88,45,94.1,97.98,8.41,7.46,,3550211,59867,20.21,63,0,45,0,,,,,4.45,0.09,21.43,1.92,0.303,0.002,,,,,39.932,11.719,0.249,1.391,,-0.027,0.004,0.35,0.396,0.48,0.185,0.081,0.19,0.224,372,605,86.65,1.88,,,44.6,1.819,,4.868,5.014,-75.1,-9.58,,,,,,11.49,22.23,-3.77,,-27.62,,2.9,,7.2,,,,,,,,,,,66,
422535075,2010,2,L,29-07-2010,210,L070,Lac du Noeud Lousse,49.31376,-79.1912,Baie James,humique,3.85,2.45,13.3,77.45,976.55,8,9,2.65,5.2,4,0.5,20.2,31,92,95.13,8.33,7.22,,1298438,264081,11.47,90,12.73,31.5,3.18,,,,,4.07,0.12,7.86,0,0.278,0.003,,,,,8.614,10.216,0.06,0.641,0.056,-0.026,0.009,1.61,0.347,0.424,0.132,0.092,0.134,0.174,377,560,174.48,1.16,,,24.52,0.842,,3.416,3.441,-67.1,-8.94,,,,,0,12.65,24.61,,,,,,,,,,,,,,,,,,73,
422535064,2010,2,L,29-07-2010,210,L071,Lac John (A),49.34604,-79.20164,Baie James,kettle,4.7,3.8,13.1,76.6,977.55,8,8,5,7.8,6,0.5,19.99,10,97.1,100.43,8.84,6.91,,1054429,27387,3.78,40.5,3.18,31.5,3.18,,,,,1.95,,6.31,0.43,0.137,0.004,,,,,,5.739,0.02,0.41,0.075,-0.026,0,0.01,0.345,0.507,0.118,0.201,0.199,0.211,375,384,51.93,0.92,,,4.91,0.221,,13.918,13.923,-64.41,-7.4,-69.86,-7.81,,,,12.31,23.9,,-13,,-26.71,,0.66,,2.61,125.24,13.65,-26.47,1.55,9.18,-157.2,3.5,,0.163,74,
422535058,2010,2,L,29-07-2010,210,L072,Lac Boily,49.34015,-79.20132,Baie James,kettle,3.75,1.95,13.45,75.35,977.95,8,3,5.5,7,-,0.5,20.93,7,96,99.19,8.57,5.42,,1356414,1691,1.69,18,6.36,18,0,,,,,1.85,0.23,4.57,1.67,0.11,0.003,,,,,4.403,5.225,0.031,0.336,0.012,-0.019,0.008,0.12,0,0.055,0.028,0.007,0.027,0.083,374,513,386.84,28.23,,,17.03,2.494,,3.116,3.214,-55.07,-7.9,,,,,,12.07,23.43,,,,,,,,,,,,,,,,,,75,
422535064,2010,3,L,04-10-2010,277,L088,Lac John (A),49.34604,-79.20164,Baie James,kettle,3.55,2.15,9.5,69.1,987.3,0,5,6,15.5,-,0.5,10.19,11,92,94.91,10.34,6.71,,903108,16473,2,50.25,6.14,56,7.98,,,,,0.39,0.06,,,0.138,,,,,,10.901,5.791,0.014,0.564,0.022,-0.013,0.002,0.35,0.025,0.1,0.046,0.015,0.062,0.046,381,512,46.17,0.21,,,18.61,0.034,,3.801,2.664,-69.2,-7.66,-70.05,-7.88,,,,12.07,23.88,,-10.31,,-26.77,,0.59,,2.54,57.23,6.89,-28.95,1.44,8.31,-145,3,,0.077,94,Z Secchi plus profond que la longueur de la corde
422535058,2010,3,L,04-10-2010,277,L089,Lac Boily,49.34015,-79.20132,Baie James,kettle,4.5,2.55,15.2,48.5,984.65,0,8,6.25,13,-,0.5,11.37,8,89,91.25,9.73,5.44,,748132,91664,2.68,108.24,5.93,109.64,10.97,,,,,0.61,0.17,3.14,0.21,0.126,0.004,,,,,0,5.526,0.024,0.458,0.014,-0.007,0.002,0.01,0.004,0.069,0.034,0.008,0.039,0.031,377,689,146.17,1.99,,,38.63,0.743,,3.291,2.416,-73.97,-8.16,,,,,,11.8,23.21,,,,,,,,,,,,,,,,,,95,
413112107,2010,3,L,05-10-2010,278,L091,Lac St-Pe,50.11536,-78.81511,Baie James,kettle,3.25,2.1,6.8,99.4,992.1,7,3,4,22.1,12,0.5,10.62,73,97.8,95.86,11.66,6.8,,1118633,72762,17.17,26.96,7.78,22.69,7.96,,,,,0.66,0.17,5.48,0.19,0.143,0.002,,,,,6.068,6.454,0.088,4.855,1.039,-0.003,,0.12,0.069,0.11,0.045,0.013,0.059,0.077,396,545,123.91,6.12,,,9.33,,,1.671,1.192,-78.98,-9.15,,,,,,11.8,23.43,,,,,,,,,,,,,,,,,,97,
413112111,2010,3,L,05-10-2010,278,L092,Lac Matis,50.01456,-78.78903,Baie James,kettle,3.5,2.35,5.95,99.95,992.9,7,4,3.2,45.6,-,0.5,9.62,71,93.7,103.55,10.68,7.5,,1455164,184831,21.93,60.85,0.96,31.06,5.1,,,,,,,5.79,0.25,0.187,0,,,,,5.967,7.825,0.019,1.723,0.119,-0.006,,1.04,0.24,0.325,0.1,0.087,0.111,0.134,391,527,33.07,0.2,,,28.22,0.01,,5.569,3.816,-75.35,-8.92,,,,,,12.3,24.21,,-7.79,,-26.28,,1.78,,5.43,,,,,,,,,,98,
334477020,2010,3,L,05-10-2010,278,L093,Lac Quasion,49.97888,-79.50583,Baie James,humique,3.1,2.15,8.15,98.5,995.35,8,2,1.4,1.4,-,0.5,8.44,48,101.5,96.41,11.9,7.36,,1272570,29625,26.42,67.31,0.08,26.82,5.01,,,,,1.07,0.08,11.94,4.39,0.367,0.141,,,,,153.636,18.979,0.375,4.379,0.013,-0.053,0.014,5.76,2.568,2.642,0.974,0.324,0.496,0.639,386,528,53.29,0.01,,,13.36,0.061,,2.542,1.662,-82.09,-10.48,-81,-10.67,,,,12,23.72,,-6.43,,-26.74,,4.54,,19.98,285.35,25.93,-29.43,0.18,11,-153.7,3.4,,0.396,99,
413076840,2010,3,L,05-10-2010,278,L094,Lac Tario,49.87,-79.19556,Baie James,humique,5.3,4.25,42.9,89.1,995.8,3,3,1.1,1.4,-,0.5,9,59,94.8,101.52,10.95,7.44,,1559038,39133,24.72,54.51,16.78,45.68,1.06,,,,,0.94,0.17,12.5,0.19,0.506,0.016,,,,,34.765,22.258,0.236,,,-0.045,0.007,9.9,3.814,3.863,1.557,0.047,0.371,0.658,384,745,129.32,8.94,,,72.11,0.545,,5.38,3.596,-76.46,-9.35,,,,,,12.6,24.72,,,,,,,,,,,,,,,,,,100,DOC/DIC: valeurs non corrigées
429801147,2010,3,L,06-10-2010,279,L095,Lac Grasset,49.94389,-78.12361,Baie James,clay,4.17,3.33,9.37,80.03,985.07,0,28,0.1,2.8,-,0.5,7.59,52,98.9,96.62,11.82,7.53,,2973449,55957,4.46,33.56,2.05,30,3.61,,,,,2.56,0.25,117.63,6.21,0.319,0.006,,,,,202.968,13.983,0.007,,,-0.057,0.028,5.07,1.356,1.555,0.494,0.21,0.262,0.304,398,455,10.15,0.22,,,14.17,,,6.746,4.26,-80.55,-10.23,,,,,,12.17,24.2,,,,,,,,,,,,,,,,,,101,DOC/DIC: valeurs non corrigées
429801138,2010,3,L,06-10-2010,279,L096,Lac Sainte-Hélène,49.81472,-78.32139,Baie James,clay,7.37,5.5,15,59.9,979.05,0,28,0.6,1.7,-,0.5,8.41,25,93.5,100.22,10.97,7.02,,2074950,144569,6.88,49.89,4.34,33.79,2.46,,,,,3.06,1.07,25.36,2.38,0.361,0.03,,,,,147.266,17.384,0.21,,,-0.017,0.011,8.64,2.152,2.484,0.668,0.373,0.232,0.465,380,714,49.91,1.48,,,89.79,0.108,,7.263,4.742,-74.52,-8.79,-73.33,-9.2,,,,12.12,24.4,,-5.66,,-27.23,,1.44,,15.73,143.84,17.1,-30.61,0.22,8.41,-145.3,3.1,,0.198,102,DOC/DIC: valeurs non corrigées
,2011,1,L,09-06-2011,160,L122,Lac Quinn,48.94735,-74.3389,Chibougamau,humique,6.4,4.1,11.6,80.1,960,7,3,,3.2,2.5,0.5,17.64,15,86.1,90.53,8.22,6.58,,4465605,221463,0.77,61.81,12.81,37.65,3.91,,,,,1.61,0.17,11.44,0.68,0.157,0.005,,,,,92.591,8.913,0.034,1.227,0.02,-0.016,,5.53,0.536,0.797,0.167,0.229,0.122,0.099,405,827,33.38,2.67,0.411,,57.64,0.115,0.008,3.519,3.252,,,,,-93.25,-12.49,,11.35,23,,,,,,,,,,,,,,,,,,131,
,2011,1,L,09-06-2011,160,L123,Lac Beaucours,49.10587,-74.51452,Chibougamau,humique,5.95,4.8,13,64.7,963,5,5,1.5,3.1,-,0.5,15.84,14,87.2,91.41,8.64,6.14,,3249847,91468,0.34,67.43,3.2,29.65,2.39,38.448,1.991,0.078,0.052,2.53,0.08,12.73,0.88,0.211,0.002,,,,,249.014,12.628,0.038,0.896,0.005,-0.037,0.004,7.25,1.017,1.529,0.471,0.255,0.154,0.163,402,863,21.6,0.56,0.309,0.002,120.41,0.423,-0.005,6.783,5.885,,,-97.86,-13.66,,,,0,0,,-15.16,,-27.17,,0.97,,11.79,,,-29.453,1.483,8.903,,2.9,-108.7,,132,
,2011,1,L,09-06-2011,160,L124,Lac Buad,49.07591,-74.18938,Chibougamau,humique,5.65,4.5,14.1,61.15,965.15,3,4,1.5,12,-,0.5,14.13,14,87.9,91.44,9.03,6.16,,3342674,23691,0.44,24.06,2.79,9.68,1.28,,,,,2.36,0.19,12.19,1.02,0.198,0.006,,,,,202.35,10.92,0.105,1.105,0.019,-0.02,0.003,6.68,0.713,1.192,0.326,0.236,0.162,0.16,384,940,22.72,1.13,0.34,0.02,,,,,,,,,,-98.19,-13.5,0,12.33,23.77,,,,,,,,,,,,,,,,,,133,
,2011,1,L,09-06-2011,160,L125,Lac Aigremont,49.3065,-73.82751,Chibougamau,humique,2.3,1.75,12.15,49.85,972.85,1,9,2.75,9.8,9,0.5,15.31,26,88.5,91.73,8.86,7.04,,1392758,34521,0.69,40.89,5.88,34.69,2.6,,,,,1.75,0.17,8.73,1.9,0.167,0.005,,,,,81.012,7.873,0.053,1.825,0.013,-0.031,0,3.8,0.449,0.625,0.136,0.202,0.111,0.128,394,543,17.52,0.18,0.324,0.011,27.67,0.019,-0.002,4.834,4.115,,,,,-89.67,-11.74,,11.54,23.24,,,,,,,,,,,,,,,,,,134,
,2011,1,L,10-06-2011,161,L126,Lac Mignault,49.39574,-73.83128,Chibougamau,humique,2.6,1.9,13.6,47.85,971.75,1,3,1.7,6.3,5,0.5,15.96,19,89.1,92.62,8.81,6.8,,2577148,50955,0.64,40.29,1.22,19.07,1.14,106.821,5.995,0.177,0.056,1.8,0.02,9.88,0.07,0.19,0.02,,,10.5,,116.219,10.19,0.351,1.778,0.015,-0.021,0.006,6.33,0.723,0.975,0.225,0.257,0.115,0.139,395,575,16.47,0.66,0.341,0.005,40.08,0.005,0.001,5.779,5.037,,,-95.46,-13.08,,,,0,0,,22.92,,-26.76,,0.39,,2.48,,,-29.921,0.293,8.632,,2.7,-107.1,,135,
,2011,1,L,10-06-2011,161,L127,Lac Moulevin,49.43194,-73.72114,Chibougamau,humique,2.45,1.55,15.3,42.5,973.2,1,1,2.25,6,5,0.5,16.75,22,88.9,92.03,8.63,6.84,,2855623,166842,0.83,27.46,2.9,17.42,2.96,,,,,1.63,0.24,10.49,0.27,0.205,0.022,,,,,93.683,10.875,0.077,1.953,0.031,-0.041,0.001,5.76,0.843,1.238,0.336,0.286,0.186,0.211,390,606,25.37,0.44,0.355,0.014,38.19,0.043,0.002,4.572,4.097,,,,,-98.65,-13.53,,11.8,23.2,,,,,,,,,,,,,,,,,,136,
,2011,1,L,13-06-2011,164,L128,Lac le Titanic,49.72914,-74.43301,Chibougamau,humique,,,,,970.9,,,,,-,0.5,15.6,39,84.3,87.39,8.41,6.8,,5044666,58919,8.45,56.86,0.19,30.91,4.42,,,,,2.36,0.32,14.14,0.97,0.274,0.004,,,,,180.184,13.24,0.305,2.976,0.029,-0.018,0.001,7.14,1.203,1.505,0.447,0.276,0.223,0.271,381,,43.13,0.28,0.331,0.01,,0.722,,,,,,,,-99.2,-13.52,,12.18,23.57,,,,,,,,,,,,,,,,,,137,
,2011,1,L,11-06-2011,162,L130,Lac Mistassini,50.50873,-73.99687,Chibougamau,humique,2.8,2.8,13.5,68.2,974.8,1,3,5.5,44.5,-,0.5,7.5,33,96.2,99.27,11.49,7.21,,840254,28861,1.02,56.93,4.93,7.66,3.31,,,,,0.81,0.12,9.41,0.68,0.164,0.001,,,,,6.831,4.532,0.028,3.808,0.027,-0.009,0.002,2.3,0.153,0.317,0.084,0.06,0.108,0.064,407,504,13.27,0.42,0.387,0.029,25.06,0.087,0.01,7.013,4.413,,,,,-97.9,-13.2,0,12.88,24.17,,,,,,,,,,,,,,,,,,139,
,2011,1,L,11-06-2011,162,L131,Lac Albanel,50.85658,-73.34535,Chibougamau,humique,2.2,2.1,18.6,52.2,971.9,1,2,5.5,23.4,-,0.5,11.25,64,100.4,104.22,11.01,7.78,,458818,9643,1.5,28.12,1.54,16.21,1.68,,,,,1.51,0.12,6.7,0.54,0.119,0.002,,,,,17.243,4.074,0.012,8.442,0.057,-0.004,0,1.15,0.092,0.204,0.063,0.038,0.094,0.075,396,495,21.28,0.57,0.449,0.011,8.79,0.033,0.008,2.361,1.725,,,,,-95.68,-12.61,,12.32,23.37,,,,,,,,,,,,,,,,,,140,
,2011,1,L,11-06-2011,162,L132,Lac Margonne,50.2583,-75.50638,Chibougamau,humique,3.2,2.8,20.4,42.5,962.5,1,5,3.2,8.5,-,0.5,14.94,35,96,100.7,9.7,7.37,,1699002,73974,3.45,25.13,5.6,32.79,12.41,22.039,,,,1.11,0.35,9.07,0.07,0.174,0,,,,,82.688,7.859,0.079,4.093,0.005,-0.015,0.001,3.11,0.446,0.618,0.17,0.166,0.147,0.15,396,575,16.75,0.15,0.348,0.005,35.09,0.032,0.002,5.112,4.294,,,,,-92.77,-11.62,,12.09,23.49,,,,,,,,,,,,,,,,,,141,
,2011,2,L,01-08-2011,213,L166,Lac Gronick,49.10284,-72.98135,Chibougamau,humique,3.2,2.5,19.1,82.3,972.6,8,3,1.6,3.5,-,0.5,21.03,23,91.4,94.77,8.14,6.85,,1151540,27828,11.23,61.99,4.72,53.11,0.16,9.775,,,,2.05,0.51,10.84,0.33,0.247,0.039,,,,,328.913,9.675,0.063,1.833,0.034,-0.031,0.004,5.76,0.797,1.07,0.291,0.273,0.19,0.164,395,787,128.51,13.14,0.377,0.023,62.89,0.625,0.007,4.078,4.22,,,,,,,,12.37,23.36,,,,,,,,,,,,,,,,,,175,
,2011,2,L,01-08-2011,213,L167,Lac Chibougamau,49.80442,-74.23406,Chibougamau,humique,2,1,20.8,74.8,960.3,7,5,4.2,4.6,-,0.5,19.08,58,98,102.98,9.08,7.86,,619275,15510,3.88,36.23,0.95,31.82,1.85,19.5,,,,1.78,0.21,4.24,0.4,0.121,0.005,,,,,9.768,5.306,0.058,5.728,0.035,-0.014,0,1.27,0.187,0.272,0.088,0.047,0.102,0.108,387,457,13.74,0.56,0.327,0.004,23.27,0.008,0.002,8.514,8.263,,,,,-84.41,-10.42,,12.29,23.56,,,,,,,,,,,,,,,,,,176,
,2011,2,L,01-08-2011,213,L168,Lac David,49.84532,-74.49516,Chibougamau,humique,6.1,5.1,20.3,65.5,960.3,6,20,2.7,20.3,-,0.5,20.42,81,96.5,99.85,8.7,7.93,,1643125,79974,12.84,65.45,6.29,35.48,5.79,171.997,,,,3.95,0.36,10.71,1,0.16,0.007,,,,,37.247,5.61,0.071,7.168,0.007,-0.02,0.006,1.61,0.205,0.311,0.092,0.063,0.125,0.117,386,489,74.8,4.39,0.357,0.045,29.08,0.856,0.008,7.194,7.298,,,,,-84.07,-10.41,0,11.69,22.43,,,,,,,,,,,,,,,,,,177,
,2011,2,L,01-08-2011,213,L169,Lac Ledden,49.77156,-74.52054,Chibougamau,humique,4.9,3.7,18.3,78.1,960.5,8,5,3.9,5.9,-,0.5,20.74,73,94.9,99.65,8.5,7.87,,823328,5548,9.96,41.76,7.1,26.35,2.12,43.007,,,,0.74,0.02,4.51,0.13,0.129,0.001,,,,,18.988,5.028,0.023,6.438,0.045,-0.014,0.002,1.15,0.159,0.249,0.094,0.04,0.099,0.086,386,543,45.48,1.79,0.335,0.012,25.2,0.072,0.002,4.084,4.186,,,,,-83.47,-10.33,,12.04,22.98,,,,,,,,,,,,,,,,,,178,
,2011,2,L,02-08-2011,214,L170,Lac Chigoubiche,49.10206,-73.55153,Chibougamau,humique,4.6,3.1,14,90.6,964.5,8,1,2.15,30,8,0.5,19.98,27,96.2,100.73,8.76,7.13,,440169,37804,1.72,25.86,0.31,23.31,4.49,130.302,1.888,0.111,0.014,1.52,0.14,6.44,0.87,0.173,0.025,,,,,61.077,6.802,0.094,1.721,0.009,,,3.22,0.402,0.544,0.137,0.165,0.143,0.107,392,502,16.65,0.26,0.412,0.015,46.42,0.118,0.03,10.769,10.769,,,,,-90.68,-11.65,,10.83,21.93,,,,,,,,,,,,,,,,,,179,
,2011,2,L,02-08-2011,214,L171,Lac Buad,49.07722,-74.18867,Chibougamau,humique,3.5,2.9,16.2,79.2,961.6,8,2,1.5,10.5,-,0.5,20.46,17,91.7,96.08,8.25,6.43,,813815,21863,3.27,24,1.46,12.42,4.16,83.411,,,,1,0.08,7.31,0.13,0.199,0.001,,,0,,146.312,9.431,0.121,1.06,0.003,-0.011,0.001,6.1,0.79,1.138,0.314,0.25,0.181,0.185,388,761,18.81,2.47,0.403,0.046,56.04,0.032,0.01,3.827,3.888,,,-92.47,-12.57,,,,0,0,,19.19,,-27.08,,0.54,,10.4,,,-30.857,0.298,8.82,,2.3,-103,,180,
,2011,2,L,02-08-2011,214,L172,Lac Poutrencourt,49.17712,-74.12447,Chibougamau,humique,2.7,2.2,18.9,72.8,961.6,8,4,1.75,4.5,-,0.5,20.44,18,93.2,97.94,8.41,6.74,,686646,26977,3.03,27.57,0.46,25.29,0.55,73.322,4.267,0.193,0.058,1.86,0.52,8.11,0.4,0.203,0.017,,,,,127.156,9.208,0.08,1.124,0.007,-0.026,0.002,5.07,0.65,0.916,0.223,0.244,0.17,0.178,394,609,24.6,0.24,0.418,0.004,60.11,0.142,0.021,7.123,7.231,,,,,-90.29,-11.74,,0,0,,,,,,,,,,,,,,,,,,181,
,2011,2,L,02-08-2011,214,L173,Lac Dameville,49.11701,-73.08765,Chibougamau,humique,1.5,0.9,21.3,73.8,972.7,5,1,2.75,30,8,0.5,21.2,20,101.1,104.88,8.98,7.14,,319095,1541,3.2,50.49,0.31,15.29,0.88,98.077,1.168,0.064,0.012,5.5,0.51,6.71,0.07,0.215,0.006,,,,,75.979,7.009,0.004,1.274,0.018,-0.009,0.005,2.99,0.428,0.545,0.131,0.174,0.122,0.123,380,403,15.63,0.23,0.385,0.043,9.69,0.032,0.021,10.704,11.138,,,,,-87.3,-11.36,,16.83,24.75,,,,,,,,,,,,,,,,,,182,
,2011,2,L,03-08-2011,215,L174,Lac Albanel,50.85316,-73.34789,Chibougamau,humique,2.6,2.3,12.6,77.1,963.6,8,10,4.75,19.2,10,0.5,18.78,74,99.3,103.93,9.25,8.14,,,,3.29,37.57,1.07,11.03,1.5,81.355,1.106,0.069,0.014,1.53,0.38,4.24,0.4,0.142,0.01,,,,,3.445,4.052,0.024,8.245,0.016,-0.006,0,1.04,0.117,0.188,0.056,0.028,0.081,0.074,384,385,22.29,1.28,0.412,0.004,2.56,0.132,0.181,65.732,63.159,,,,,-94.78,-12.46,,11.93,22.99,,,,,,,,,,,,,,,,,,183,
,2011,2,L,03-08-2011,215,L175,Lac Mistassini,50.51667,-73.82723,Chibougamau,humique,3,1.7,20,743,962,8,8,4.1,7.7,-,0.5,17.93,66,96.7,100.95,9.16,7.86,,,,9.14,29.2,2.89,33.57,3.39,28.458,0.876,0.065,0.031,1.5,0.03,5.64,0.33,0.164,0.001,,,,,30.198,6.122,0.028,6.985,0.064,-0.006,0.001,2.3,0.333,0.442,0.127,0.107,0.12,0.101,392,541,18.12,0.99,0.47,0.008,12.84,0.052,0.01,2.218,2.07,,,,,-95.32,-12.69,,12.2,23.47,,,,,,,,,,,,,,,,,,184,
,2011,2,L,03-08-2011,215,L176,Lac Mignault,49.39708,-73.83355,Chibougamau,humique,2.2,2,19.2,74.5,962,8,5,2,10,5,0.5,20.57,23,94.1,98.66,8.46,7.07,,,,2.07,30.94,1.44,29.89,0.37,255.983,3.659,0.145,0.014,1.88,0.04,6.57,0.07,0.196,0.008,10.6,0.5,0,,106.474,9.346,0.007,1.851,0.012,-0.019,0.011,5.53,0.701,0.901,0.224,0.248,0.153,0.167,388,700,22.16,0.9,0.459,0.001,29.38,0.059,0.01,2.398,2.445,,,-90.51,-11.87,,,,12.14,23.08,,-11.25,,-27.16,,1.88,,8.99,,,-30.476,0.524,7.684,,2.3,-105.4,,185,
,2011,2,L,03-08-2011,215,L177,Lac Charles Lacroix,49.24795,-73.47777,Chibougamau,humique,0.4,0.1,22.1,71.2,961.4,8,3,2.35,8,6,0.5,20.85,18,96.2,101.04,8.61,6.79,,,,9.44,29.33,1.93,23.09,4.72,69.569,1.271,0.076,0.018,1.8,0.04,6.57,0.2,0.168,0.002,,,,,69.324,8.272,0.011,1.092,0.014,-0.02,0.007,4.38,0.543,0.72,0.165,0.221,0.137,0.154,380,572,19.45,0.53,0.45,0.004,17.62,0.042,0.009,2.334,2.401,,,,,-87.31,-11.44,,12.29,23.32,,,,,,,,,,,,,,,,,,186,
